,Name of Dish,Instruction
176,Blueberry English Muffins,"
In a small pot on the stove over medium-low, heat milk until it just starts to bubble. Then, stir in sugar until dissolved. Remove from heat and set aside.

Pour 1 cup of warm water over yeast. Stir and let sit for 10 minutes.

In a stand mixer using dough attachment, blend together milk, yeast mixture, butter, 1 1/2 cup all purpose flour, 1 1/2 cup of whole wheat flour, and salt. Once well combined, add the rest of the flour and mix until a soft dough forms. Fold in blueberries (this is tough and you will squish the berries, but that is okay).

Spray a large bowl with cooking spray. Place dough in bowl and kneed 8-10 times. Turn dough over in bowl and cover bowl with a dish towel. Let rise for at least one hour.

After dough has risen, punch down and transfer to a floured surface. Roll dough until it is about 1/2"" in thickness.

Sprinkle a large baking sheet with corn meal.

Use a 3"" round biscuit cutter to cut out circles. Transfer circles to prepared baking sheet.

Heat a large pot or skillet over medium heat. Add biscuits. Cook for 8-10 minutes, flip and cook for an additional 8-10 minutes on the other side.
"
177,Asian Pork Meatball Sandwich,"
Preheat oven to 400 degrees. Cover baking pan with parchment paper or baking mat.

In a large bowl, mix together all ingredients for meatballs. Once well mixed, form into about 1.5 tbsp sized balls. Placed balls on prepared baking pan.

Bake balls for 15 minutes.

Heat olive oil in a large sauce pan over medium-high heat. Add onion and saute until soft.

Add following 9 ingredients and stir well. Bring to a simmer and reduce heat to low.

Add meatballs to sauce and let simmer, uncovered, for about 20 minutes.

Serving

Serve on sub rolls with cilantro. May also top with cheese.
"
178,Sausage and Grits,"
In a large pot, bring water, milk and salt to a boil. Stir in grits, reduce to simmer, and cover. Let simmer until all of the liquid is absorbed, about 15 minutes.

Stir in butter and cheese.

In a large skillet over medium heat, cook bacon until it begins to crisp, about 9 minutes. Flip halfway through cooking time. Remove bacon to a paper towel lined plate, but leave the bacon juices in the skillet.

Turn heat to medium-high and add peppers, onions, garlic, Old Bay, and lemon juice. Saute until peppers and onions are softened, about 8 minutes. Remove from pan place in bowl.

In same skillet, add sausage and cook, stirring occasionally, until outsides are browned. Remove from skillet and set aside.

Reduce heat to medium. Add butter to skillet and let melt. Then, add water and salt. Slowly, whisk in flour.

Stir in cayenne pepper, garlic powder, Worcestershire and Tabasco. Let simmer for about 5 minutes, or until sauce begins to thicken.

Once sauce begins to thicken, stir in bacon, peppers and onion, and sausage.

Serve sausage mixture over grits. Sprinkle with green peppers and additional Tabasco sauce if desired.
"
179,Rustic Peach Blueberry Tart,"
In a large bowl mix together flours, sugar, and salt. Cut in butter until mixture resembles course crumbs. To do this, I cut the butter into ~1/4"" slices and used a pastry cutter.

Mix water and almond extract together. Stir into flour mixture 1 tbsp at a time.

Use your hands to form dough into a flat oval. Wrap in plastic wrap and place in fridge for at least 2 hours.

In a large sauce pan over medium-high heat, add peaches, sugar, brown sugar, cornstarch, cinnamon, nutmeg, lemon juice, and almond extract. Stir frequently until mixture boils.

Let mixture boil for 2 minutes, then remove from heat. Stir in blueberries while still hot.

Preheat oven to 350 degrees. Line a baking sheet with parchment paper.

On the parchment paper you have set out, roll dough into a large circle (will be about 1/4"" thick and about 14 inches in diameter).

Place filling in center of dough and fold up sides over the filling. You will need to fold as you are filling to keep the juices in.

Beat egg with a fork and 1 tbsp of water. Brush over top of pasty crust. Sprinkle extra cinnamon over top of tart if you wish.

Place parchment paper back on pan and bake for 35-40 minutes, or until top of pastry is golden brown.
"
180,Shredded BBQ Chicken Sliders (Instant Pot or Slow Cooker),"
Heat oil in a sauce pan over medium-low heat. Add garlic and onion. Cook for 5 minutes.

Add the rest of the sauce ingredients and stir until well combined. Turn to low and simmer for 15 minutes.

Instant Pot: Place chicken in pot and cover with sauce. Cook on high pressure for 11 minutes and let natural release for 10 minutes. Slow Cooker: Place chicken in slow cooker and cover with sauce. Cook on low for 8-9 hours or on high for 4-5 hours.

After chicken is cooked, remove from sauce and shred with two forks. Return chicken to sauce and stir.

In a small bowl, mix together sugar, salt, oil, and vinegar.

Add broccoli slaw, red pepper, and carrots. Toss together.

Let slaw sit for at least 30 minutes before serving.

Serve slaw over chicken in a slider bun.
"
181,Brown Butter Sea Salt Caramel Chocolate Chip Cookies,"
Melt butter in small sauce pan over medium heat. Stir constantly until butter turns amber in color and has a nutty smell, about 5 minutes. Remove from heat. Transfer to dish and place in fridge until butter thickens through, at least 2 hours.


Preheat oven to 350 degrees. Prepare baking sheet with parchment paper or a silicone mat.

After butter has thickened, use mixer to beat butter until light and fluffy.


Add milk, granulated sugar, brown sugar, eggs, and vanilla extra to butter. Mix under smooth.

In medium sized bowl, stir together flour, salt, baking soda, and cornstarch.

Slow beat flour mixture into butter mixture.

Stir in 3/4 cup of caramel chips and 3/4 cup of chocolate chips.

Optional: Refrigerate for 1-2 hours. If you do, your cookies will be a bit thicker. I personally prefer more flat cookies.

Scoop dough onto 1 inch balls on prepared sheet. Place a few chips into the top of each ball of dough (this makes them look pretty after they've baked).

Sprinkle a tiny pinch of sea salt on top of each cookie (1/4 teaspoon is all you will need for ALL the cookies).

Bake for 11-13 minutes, or until tops are golden.

"
182,Pumpkin Breakfast Bars,"
In a large bowl or base of a stand mixer, stir together almond flour, 1 1/2 cups all purpose flour, cornstarch, oats, salt, baking powder, pumpkin pie spice, and cinnamon.

Next, add pumpkin puree, honey, vanilla, butter, eggs, and 1/4 cup buttermilk. Beat on medium-high speed until well combined, about 2 minutes.

The dough will be very sticky, but the best you can, form it into a large ball and cover with plastic wrap. Place ball of dough in refrigerator for at least 2 hours.

After dough has chilled, use ~2 tbsp of all purpose flour to coat a surface when you can roll out the dough. Place dough on floured surface and sprinkle a small amount of flour over top of dough. Roll until ~1/8 inch thickness. Cut dough into 4 inch by 4 inch squares (will make about 12 squares, if you can't get all the squares cut out of first roll out of the dough, make another ball with remaining dough and roll this out).

Preheat oven to 350 degrees. Line baking pan with parchment paper or silicone baking mats.  Place squares of dough on prepared baking sheet (about 6 squares will fit on a 9x13 pan).

In a small bowl, mix together all of the filling ingredients until well combined. Place ~1 tbsp of filling into center of square dough cut outs. Fold outsides of square in so that the two sides meet in the middle to make a rectangle. Use your fingers to gently squeeze the two outside edges together, and to press down the outsides of each rectangle.

Place rectangle seam side down on prepared baking pan. Brush tops of each bar with buttermilk.

Bake for 16-19 minutes, or until tops of bars start to turn golden brown.
"
183,Instant Pot Meatballs,"
With Instant Pot on saute mode, heat olive oil. Add onion and garlic and cook until softened. Remove from heat and turn off Instant Pot. Clean bottom of pot the used to saute.

Spray bottom of pot with cooking spray.

In a large bowl, stir together the crushed tomatoes, tomato sauce, tomato paste, sugar, oregano, basil, Italian seasoning, salt and pepper. Once well combined, stir in onion and garlic and transfer mixture to Instant Pot.

In a large bowl pour milk over breadcrumbs. Let sit for 3-4 minutes. Then, add beef, sausage, cheese, Italian seasoning, egg, salt, pepper, and cayenne. Mix together until well combined. I find it easiest to wear disposable gloves and do the mixing with my hands.

Form meat mixture into ~1 tbsp sized balls. I use a cookie scoop for this. As you make the balls, drop them into the sauce.

Cooking

Cook on high pressure for 8 minutes. Let natural release for 10 minutes. Serve over spaghetti noodles or on hoagie rolls.
"
184,White Almond Cake with Raspberry Filling and Buttercream Frosting,"
Preheat oven to 325 degrees.

Line three, 8″ round pans with parchment paper. Grease and flour the sides.

In a stand mixer fitted with paddle attachment, mix together water, sour cream, oil, extracts and egg whites.

In a separate bowl, stir together cake mix, flour, sugar, and salt.

Turn mixer on low. Gradually pour in cake mix/flour mixture.

Mix on low for 4 minutes. Some lumps should remain.

Pour batter into prepared cake pans. Bake 18-20 minutes, or until toothpick inserted into center of cake comes out clean.

Cool cakes in pans for 4 minutes then remove to racks to finish cooling. Let cool completely before frosting.

Thaw raspberries and strain juice from berries. For this step I put a large strainer over a bowl and let the berries thaw in the strainer.

Add enough water to the juice in the bowl so that you have 3/4 cup of liquid.

Combine juice mixture with sugar, lemon juice, and cornstarch in a small saucepan. Cook over medium heat, whisking constantly, until mixture thickens. Once mixture thickens, remove from heat and set aside.

Place the raspberries in a mesh strainer. Place strainer over bowl and press berries with spoon so that pulp falls into a bowl. Strain until you have 1/2 cup of pulp.

Once the mixture in the saucepan has cooled, add the raspberry pulp and raspberry liqueur. Stir well. Transfer to airtight contained and place in refrigerate for at least 3 hours before using.

Place butter and shortening in bowl of stand mixer fitted with paddle attachment. Beat on medium high speed until mixture is smooth and has lightened in color.

Add powdered sugar 1/2 cup at a time. Start on low to mix sugar in, then beat on high speed until well incorporated. I find it best to place a shield over the mixer when working with powdered sugar.

Add vanilla and sea salt. Mix until well combined.

Add milk or heavy cream, 1 tablespoon at a time, until desired consistency is achieved.

Thaw raspberries and strain juice from berries. For this step I put a large strainer over a bowl and let the berries thaw in the strainer. Use a spoon to press berries into strainer so that pulp falls into bowl.

Place butter and shortening in bowl of stand mixer fitted with paddle attachment. Beat on medium high speed until mixture is smooth and has lightened in color.

Add powdered sugar 1/2 cup at a time, followed by 1 tbsp of raspberry pulp. Mix well after each addition.

Mix in pinch of sea salt.

Level cakes.

Pipe a border of vanilla vanilla buttercream over the leveled top of two of the layers. Divide the raspberry filling between the two layers and spread to piped border.

Frost over raspberry filling with vanilla buttercream (I find it easiest to pipe a thin circular layer and spread with an offset spatula).

Stack two layers with filling. For top layer, place top down.

Frost outside of cake with vanilla buttercream. I like to first do a light, crumb layer, let the cake sit in the fridge for about 20 minutes, and then finish.

Decorate with raspberry buttercream.
"
185,Baked Salsa Verde Taquitos,"
Heat oil in a large pan (or use Instant Pot on saute mode), and brown pork on all sides. 

Remove pork and add onion. Saute onion until soft, about 4 minutes.

Place pork in slow cooker (can use Instant Pot on slow cooker mode. 

Mix together onion with seasoned salt, 1 tbsp cumin, black beans, red salsa, and 1 cup of salsa  verde. Mix well. Pour over pork.

Cook on low for 8-10 hours or high for 4-5 hours.

Remove pork and shred with two forks. Then, mix shredded pork back into ingredients in slow cooker.

Preheat oven to 400 degrees. Line large baking sheet with aluminum foil and spray with cooking spray.

In large bowl, combine pork mixture from slow cooker cheese, salt, pepper, chili powder and remaining 1 teaspoon of cumin.

Work in groups of about 5 corn tortillas. Place tortillas between two paper towels on a plate in the microwave. Heat for 30 seconds (this is important so that the tortillas don't break).

Fill each of the tortillas with about 1/4 cup pork & cheese mixture, and place seam side down on prepared baking sheet.


Spray tops of tortillas with baking spray. Cook for about 15 minutes, or until tops are golden and crispy. 

Serve with salsa verde, sour cream, hot sauce, cilantro, or whatever other toppings you desire.
"
186,Buttermilk Pancakes,"
Beat eggs.

Mix in all remaining ingredients until just combined. Allow mix to sit for 5 minutes before using.

Heat large skillet over medium-low heat. Melt 1 teaspoon of butter in skillet. 

Drop pancake mix on skillet and allow to cook until top starts to bubble. Flip and cook other side until browned and pancake cooked through.

Remove pancake from heat. Before cooking each set of pancakes, melt another teaspoon of butter.
"
187,Flag Cake,"
Preheat oven to 325 degrees.

Line three, 8″ round pans and two 6"" round pans with parchment paper. Grease and flour the sides (I use baking PAM for this).

Use a mixer with paddle attachment to beat together water, sour cream, oil, extracts and egg whites until well combined.

In a separate bowl, whisk together cake mix, flour, sugar, and salt.

Turn mixer to low. Slow beat cake/flour mixture into sour cream/egg mixture.

Beat on low for 3-4 minutes. Some lumps will remain.

Divide batter into 3 bowls. 1/4 of the batter should go into one small bowl and remaining batter should be divided evenly between two medium sized bowls. Use blue food coloring to color batter in smaller bowl until desired color is reached. Use red food coloring to color batter in one of the larger bowl until desired color is reached. Leave the third bowl white.

Pour blue batter into one of the prepared 8"" pans. Pour 2/3 of red batter into one of the 8"" pans and the remaining 1/3 into one of the 6"" pans. Pour 2/3 of white batter into the final 8"" pan and the remaining 1/3 into the remaining 6"" pan.

Bake for 23-28 minutes, or until toothpick inserted into center of cake comes out with just a few crumbs. The thicker cakes will take 25-28 minutes while the smaller cakes will take 23-25 minutes. I put them all in at the same time and check after 23 minutes

Cool cakes in pans for at least 5 minutes, then remove to racks to finish cooling. Let cool completely before assembling.

Thaw raspberries and strain juice from berries. For this step I put a large strainer over a bowl and let the berries thaw in the strainer.

Add enough water to the juice in the bowl so that you have 3/4 cup of liquid.

Combine juice mixture with sugar, lemon juice, and cornstarch in a small saucepan. Cook over medium heat, whisking constantly, until mixture thickens. Once mixture thickens, remove from heat and set aside.

Place the raspberries in a mesh strainer. Place strainer over bowl and press berries with spoon so that pulp falls into a bowl. Strain until you have 1/2 cup of pulp.

Once the mixture in the saucepan has cooled, add the raspberry pulp and raspberry liqueur. Stir well. Transfer to airtight contained and place in refrigerate for at least 3 hours before using.

Place butter and shortening in bowl of stand mixer fitted with paddle attachment. Beat on medium-high speed until mixture is smooth and has lightened in color.

Mix in powdered sugar 1/2 cup at a time. Start on low, then beat on high speed until well incorporated.

Add vanilla and sea salt. Mix until well combined.

Mix in milk or heavy cream, 1 tablespoon at a time, until desired consistency is achieved.

Divide frosting into 3 bowls. Place 1/4 of frosting into one bowl and mix in blue food coloring until desired shade is reached. Place 1/4 of frosting into a second bowl and mix in red food coloring until desired shade is reached. Place remaining 1/2 of frosting into final bowl, you will leave this white.

Use sugar cookie recipe to make sugar cookies, and cut into stars. If you don't want to make sugar cookies, you could use store bought dough and decorate with the royal frosting. I much prefer the homemade though!

Once cakes have cooled completely, level tops of all cakes. Use a cake leveler or knife to cut 8"" red cake, 8"" white cake in half (you will then have 4 thin 8"" cakes).

Put an empty 6"" pan in the center of the blue cake. Use a knife to gently press down around the pan so that you have an outline of the 6"" pan. Remove the pan and cut through the cake along the outline so that you can remove the center of the blue cake (you will not need the center you're cutting out, so you can use it as a snack while you decorate the rest of the cake).

Place one the 8"" red layers on a 10"" cake board. Use red frosting to pipe a border along the outside edge of the top of the cake. Fill inside the border with half of the raspberry filling.

Place an 8"" white layer on top of the raspberry filling. Cover layer with white frosting (I used a pasty bag with Wilton tip #12 for this).

Repeat with next red layer/remaining raspberry filling. Place final white layer on top of this, but do not cover with white frosting. Place red 6"" cake on center of white layer. With a Wilton tip #12, use blue frosting to pipe around the red layer. Then place blue layer on top of blue frosting.

Place final 6"" white layer inside of blue layer. For whichever layer is shorter, use corresponding color frosting to raise height to that of taller layer. My white was taller than my blue, so I used blue frosting to pipe on top of the blue cake so that the frosting was the same height as the white cake.

Divide your white, blue, and red frostings into three pastry bags. Use a Wilton #12, or similar round tip for all of the bags. Start at the bottom of the cake and pipe around the red layer with red frosting, the white layer with the white frosting, etc. Use the blue to color around the blue layer at the top. For the top of the cake pipe around the blue with blue and the middle white with white.

Use Ateco frosting smoother, or something similar, to go around outside of cake. Just holding the smoother while going around the cake will cause the colors to blend together beautifully. Wipe off the smoother and use it for the top of the cake as well.

Use the white frosting with the Wilton #12 tip to pipe 8 evenly spaced mounds on the top of the cake. Place a star cookie into each mound. You can also place mounds in the center for a larger cookie as well.

Change the frosting tip to a Wilton #21, or similar star tip, and pipe stars along the bottom outside of the cake.

Use sprinkles to decorate further as desired!
"
188,Grilled Chicken with Lime Butter Sauce,"
Mix together olive oil, salt, pepper, chicken broth, lime zest, and garlic. 

Pour mixture over chicken. Let chicken marinate in refrigerator for at least 3 hours.

Preheat grill to 500 degrees. Once grill has heated, reduce heat to 450. Place chicken directly on grill and cook until chicken has cooked through, about 3 minutes per side. 

In a small sauce pan over low heat, heat lime juice for about 2 minutes, then add butter. Stir constantly until butter is completely melted and sauce is opaque.

Remove from heat and stir in dill, green onion, and salt.

Heat 1 tbsp olive oil in a small skillet over medium heat.

Add spinach, lime juice, and salt. Saute until spinach is completely wilted, about 3 minutes.

Place spinach on top of chicken and drizzle with sauce.
"
189,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker),"
In pot of Instant Pot, stir together chicken broth, kosher salt, and pepper. Place chicken in liquid. Seal Instant Pot and cook on high pressure for 10 minutes (13 minutes if chicken is frozen), and let natural release for 10 minutes. For slow cooker method, place all ingredients in base of slow cooker and cook on high for 4 hours or low for 6 hours.

Remove chicken and liquid from pot and place into another heat safe bowl. Use two forks to shred chicken.

Turn Instant Pot on saute mode and add olive oil. Once heated, add garlic and red onion. Cook until onion is softened, about 10 minutes. Then, stir in shredded chicken with it's liquid, curry powder, lemongrass paste, basil, cilantro, lime juice and cannellini beans. Let simmer for about 3-4 minutes, then remove from heat. For slow cooker method, stir together all ingredients in a large pot on stove top over low heat. Let simmer on low, uncovered, for 10 minutes.

While chicken is cooking, prepare rice. In a small pot over high heat, bring water, coconut milk, and salt to a boil. Once boiling stir in rice, reduce heat to low, cover, and let simmer for 15 minutes, or until liquid is absorbed.

Once rice is cooked, stir in with chicken. Remove mixture from heat.

Preheat oven to 350 degrees.

Cut peppers in half, length wise. Use a pairing knife to remove stem on top and ribbing inside the pepper.

Fill two large baking dishes (9x13 would work well) with 1/2 cup water. Place peppers, skin side down in baking dishes. Fill each pepper with the rice and chicken mixture. Cover with aluminum foil and bake for 40 minutes.

Serving

Stir together Greek yogurt and lemongrass paste. Serve over peppers with green onion, cilantro, and red onion.
"
190,Grilled Cilantro Lime Chicken Tacos,"
Season chicken with salt and pepper. Place chicken in medium sized bowl or container with lid.

Mix together olive oil, lime juice, cilantro and garlic. Pour over seasoned chicken. Place lid on bowl or container and shake well to evenly coat chicken.

Place chicken with marinade in refrigerator for at least 3 hours.

Slice red onion thinly and toss with lime juice, sugar, and salt. Place in container in refrigerator for at least 2 hours.

Slice red pepper, green pepper and onion into thin slices. Toss with olive oil, salt and pepper to taste.

Turn grill on to 500 degrees. Once grill reaches 500, turn down to 450. 

Place veggies on grilling pan and grill until tender, stirring occasionally, about 10-12 minutes.

Place chicken directly on grill. Cook until chicken is cooked through, about 2 minutes per side. 

For serving, cut chicken thinly. Serve on tortillas with veggies and marinated red onions. May also top with salsa, cheese, sour cream, cilantro, jalapeno, or whatever else your heart desires!
"
191,Bacon Chicken Cordon Bleu,"
Preheat oven to 450 degrees. Line a large baking sheet with silicone baking mat, or spray with cooking spray.

Use mallet to beat chicken to about 1/3"" thickness. If pieces are very wide, cut them in half so that the chicken strips are about 3"" in width.

Heat large skillet over medium heat. Place bacon in skillet and cook for about 8 minutes (flipping halfway through), or until the strips begin to crisp. Remove from pan and set on paper towels to drain.

In a shallow bowl or baking dish, whisk together eggs and olive oil.

In a second shallow bowl or baking dish, stir together salt, pepper, breadcrumbs, parmesan cheese, parsley, thyme, paprika, oregano, and garlic powder.

Lay out pieces of chicken on cutting board or other working surface. On top of each piece of chicken, place half a piece of swiss cheese, half a piece of bacon, and a slice of ham.

Roll chicken, starting with the most narrow part. Then, dip all sides of the chicken roll in the egg wash, then dredge all sides through the panko mixture, and place roll seam side down on prepared baking sheet.

Spray tops of rolls lightly with cooking spray. Bake for 20-25 minutes, or until tops of rolls being to brown and chicken is cooked through. To check that the chicken is cooked through, you may cut into the thickest piece of chicken on the pan.
"
192,Crispy Top Fudgy Brownies,"
Preheat oven to 325 degrees. Line a 9x9 pan with parchment paper so that the paper is coming up over the sides.

Melt the butter, then allow it to cool. I usually melt the butter first, then place it in the freezer while I'm working on everything else.

Add the eggs and sugar to a stand mixer fitted with paddle attachment. Beat until the mixture is light yellow and thick, about 5-7 minutes.

Beat in the vanilla until just combined.

In a medium sized bowl, whisk together the flour, cocoa powder, salt, and baking powder. 

On low speed, slowly beat flour mixture into egg mixture until just combined.

Then, still on low speed, slowly pour in cooled butter until just combined.

Bake for 25 minutes, or until toothpick inserted into center of pan comes out with just a few crumbs. Do not over bake.

Allow to cool in pan for 2 minutes, then use parchment paper to lift brownies out of pan and let cool on rack.
"
193,Chocolate Caramel Cake,"
To make cake, preheat over to 350 degrees. Line 3, 8"" pans with parchment paper. Flour & butter sides of pans (I use baking Pam to do this).

Whisk together first six ingredients in mixing bowl. Then add following 7 ingredients and beat on medium speed until all ingredients well combined, about 2 minutes. The batter is thin.

Divide batter evenly among the three prepared pans.

Bake until toothpick comes out of center of cake with just a few crumbs, about 25 minutes.

While cake is baking, make caramel sauce. In small pot over medium heat, add sugar and water. Continue stirring until sugar melts (it will turn grainy, then harden, and then melt), this will take about 10 minutes. Once sugar melts, stop stirring, turn heat to medium-high and boil until mixture turns an amber color and has a nutty smell. Remove from heat.

Cut butter into cubes and gently place in sauce. Whisk until smooth. Slowly pour in whipping cream, continuously whisking. Note: It is important that the butter and cream are not cold, if they are cold it will make the caramel harden before it's well mixed.

Allow caramel to cool to room temperature. Note: This will make about 3 cups of caramel sauce.

To make filling, crush pretzels until you about about 3/4 cup of crushed pretzels. 

Mix pretzels with 1 1/4 cups of caramel sauce. Set aside.

To make frosting, beat butter and sugar together and light and fluffy. Pour in 1 cup of caramel sauce and beat until smooth. Gradually add powdered sugar, 1/2 cup at a time, until desired sweetness level is reached. Mix in milk to desired consistency.

Assemble: First level off domes of cooled cakes. Then, use caramel frosting to make a dome around the tops of two of the cake layers (see photos below). Use half of the pretzel/caramel filling to spread on each of these layers. Stack layers, ending with non-frosted layer.

Use caramel frosting to frost outside of cake. I do a thin layer and then put it in the fridge for about 15 minutes (this is a crumb layer), and then finish. Save about 1/2-1 cup for decor.

Make ganache. Place chocolate chips and corn syrup in heat proof bowl. Heat heavy cream in microwave until boiling (about 30 seconds in my microwave), and then pour over chocolate mixture. Cover bowl with plastic wrap and let sit for 5 minutes. After this, whisk together until smooth.

To place ganache on cake you may pour in center and spread with offset spatula, or place in bottle so that you can allow the ganache to run down the sides, and then filling top of cake with remaining ganache. 

Allow ganache to cool for about 5-10 minutes. Decorate with remaining caramel frosting. Place remaining caramel sauce in drizzle bottle and decorate as desired. NOTE: Above recipe are links of things I use to make this process of cake assembly and decor easier.
"
194,Hummus Veggie Wraps,"
In a large skillet over medium heat, heat olive oil. Add sliced red onion, sliced red pepper, garlic, and shredded carrots. Cook until softened, about 10-12 minutes.

In a small bowl, tear lettuce into small chunks. Pour honey balsamic vinaigrette over lettuce and mix well.

Lay out wraps. Down the center of wrap, spread hummus.

Then, spread out sliced avocado, cooked veggies, lettuce, and crumbled feta cheese.

Fold ends of wrap toward each other, and then roll. Cut in half to serve.
"
195,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce,"
In a medium sized bowl with lid, mix together all of the ingredients for the chicken, except for the chicken.

If chicken thighs are large, cut them in half.

Place chicken in bowl with marinade and mix well. Cover and let marinate in refrigerator for at least 2 hours.

Preheat oven to 375 degrees.

In a dutch oven or other oven safe pot with lid, heat olive oil over medium high heat. Place chicken in skillet and brown on each side, about 2-3 minutes. Remove chicken from skillet as it browns, and set it aside. 

Add another tablespoon of olive to pot as well as chopped onion. Saute for 3-4 minutes. Add white wine and cook until wine is absorbed. Then, add garlic, kale, tomatoes, and rice. Saute for another 1-2 minutes.

Add chicken broth, 1 cup of water, lemon juice, tumeric, cumin, cardamom, nutmeg, and salt. Stir well.

Place chicken thighs on top of rice mixture and let mixture come to a simmer. 

After mixture has come to a simmer, cover with a lid and bake in preheated oven for 30 minutes. After this, remove lid and cook for another 15 minutes, or until all the liquid has been absorbed. Serve with sauce.

Whisk together all of the sauce ingredients in a small bowl. If not using immediately, cover and place in refrigerator. 
"
196,Cilantro Lime Rice,"
In medium sauce pan over medium heat, melt butter. Add rice and saute for about 1 minute, until lightly browned.

Stir in water, salt, and lime zest. Bring to a boil. Then, cover, and reduce to a simmer. Cook until water is absorbed, about 11-13 minutes.

Stir in cilantro and lime juice.
"
197,Copycat Nutri Grain Bars,"
In a large sauce pan over medium-high heat, combine berries, lemon juice and sugar.

Stir very frequently. As the berries soften, use your spoon to squish them a bit.

Once mixture comes to a boil, use a thermometer to measure temperature. When the mixture reaches 220 degrees, remove from heat. This will take about 15 minutes.

Allow filling to cool completely before using for bars.

In a large bowl or base of stand mixer, stir together almond flour, 1 cup of all purpose flour, corn starch, oats, salt, baking powder and cinnamon.

Once combined, add melted butter, coconut oil, vanilla, eggs, honey, and 1/4 cup milk. Beat until a soft dough forms, about 3 minutes.

Form dough into a ball as best you can (the dough is very sticky), and cover in plastic wrap. Place in refrigerator for at least two hours.

Flour a working surface with about 1/4 cup flour (I use a Wilton fondant mat). Using your hands, spread out dough as best as you can. Sprinkle top of dough with extra flour and roll to about 1/8-1/4"" thickness.

Cut dough into 4 inch by 4 inch squares.

Preheat oven to 350 degrees. Cover a cookie sheet with parchment paper or a silicone baking mat.

Fill bars with about 2 tbsp of filling in the center of each square. Turn two sides of square in toward each other so that it makes a rectangle. Gently squeeze ends of the rectangle together to seal in the filling.

Place rectangle seem side down on prepared baking sheet.

Brush tops of bars with remaining milk. Bake for 15-18 minutes, or until bars are starting to turn a light golden brown.
"
198,Curry Meatballs with Coconut Rice,"
Preheat oven to 350 degrees. Line large baking sheet with parchment paper or baking mat.

In a large bowl, mix together all meatball ingredients. Form into ~1 tbsp sized balls. Place balls on prepared baking sheet.

Bake for 13 minutes.

Heat oil in a large pot over medium heat. Add carrots and red curry, and cook for 2-3 minutes.

Add garlic and ginger. Stir for about 30 seconds.

Stir in coconut milk, chicken broth, pepper, salt, sugar, soy sauce, lime juice, and curry paste. Once well combined, add in meatballs and simmer for 10 minutes.

Add in red pepper and snow peas. Simmer for another 5 minutes.

In a medium sized sauce pan over medium-high heat, combine coconut milk, water, and salt, and bring to a boil.

Once boiling, stir in rice. Reduce to a simmer and cover. Simmer for 15 minutes or until liquid absorbed.

Serve meatballs and sauce over rice. Garnish with cilantro and lime if desired.
"
199,Roasted Summer Squash Soup,"
Preheat oven to 350 degrees. Cover baking pan with parchment paper or silicone baking mat. Place squash in single layer on pan. Season with 1/2 teaspoon cinnamon.

Bake for 40 minutes, stirring squash every 10-15 minutes.

Transfer roasted squash to a large pot over medium heat on stove. Stir in coconut milk, broth, remaining 1/4 teaspoon cinnamon, nutmeg, honey, tumeric, and salt. Use an emersion blender to combine all ingredients until smooth. Feel free to adjust seasonings to suit your own preferences.

Let soup simmer for 20 minutes, stirring occasionally. Serve with sweetened coconut flakes and sunflower seeds.
"
200,Hazelnut Shortbread Cookies with Nutella Filling,"
Preheat oven to 350 degrees. Line baking sheet with baking mat or parchment paper.

Place hazelnuts on prepared baking sheet. Bake for 10 minutes.

Remove hazelnuts from oven and allow to cool to room temperature. Once cook, grind in food processor until consistency of flour.

In large mixing bowl or stand mixer, beat butter and sugar until well combined. Then, beat in vanilla extract and honey.

In medium sized bowl, whisk together flour, salt, corn starch, and almond flour. Slowly beat mixture into butter/sugar mixture.

Once well combined, fold in hazelnuts.

Shape dough into a large circle, about 1"" thick. Cover in plastic and chill for 2 hours.

Remove from fridge. Preheat oven to 325 degrees.

Roll dough until about 1/4"" thick. Use round cutter or fluted cutter to cut out cookies. Place cookies on prepared baking sheet.

Bake until golden brown, about 13-17 minutes.

Let cool. Once cook, spread a generous amount of Nutella on one cookie, then top with a second cookie to make a sandwich. Dust tops of cookies with powdered sugar.
"
201,Blackened Chicken,"
Combine spices and transfer to shallow dish.

Slice each chicken breast in half. Pat dry.

Brush both sides of each chicken breast half with olive oil.

Dip both sides of each half of chicken breast in spice mix.

Heat grill to 500 degrees. Once it reaches 500 degrees, turn it down to 450 degrees (this is the trick for cooking thin chicken, cook it high and fast).

Once grill has been turned down, put 1-2 tbsp olive oil in cast iron skillet. Place skillet on grill.

Place chicken in skillet. Grill 3-4 minutes on each side until cooked through.
"
