,Name of Dish,Instruction
507,Best Italian Sausage Soup,"In a large pot, cook sausage over medium heat until brown. Remove with a slotted spoon, and drain on paper towels. Drain fat from pan, reserving 3 tablespoons.
                            Cook garlic and onion in reserved fat for 2 to 3 minutes. Stir in tomatoes, wine, broth, basil, and oregano. Transfer to a slow cooker, and stir in sausage, zucchini, bell pepper, and parsley.
                            Cover, and cook on Low for 4 to 6 hours.
                            Bring a pot of lightly salted water to a boil. Cook pasta in boiling water until al dente, about 7 minutes. Drain water, and add pasta to the slow cooker. Simmer for a few minutes, and season with salt and pepper before serving.
                            "
508,Homemade Black Bean Veggie Burgers,"If grilling, preheat an outdoor grill for high heat, and lightly oil a sheet of aluminum foil. If baking, preheat oven to 375 degrees F (190 degrees C), and lightly oil a baking sheet.
                            In a medium bowl, mash black beans with a fork until thick and pasty.
                            In a food processor, finely chop bell pepper, onion, and garlic. Then stir into mashed beans.
                            In a small bowl, stir together egg, chili powder, cumin, and chili sauce.
                            Stir the egg mixture into the mashed beans. Mix in bread crumbs until the mixture is sticky and holds together. Divide mixture into four patties.
                            If grilling, place patties on foil, and grill about 8 minutes on each side. If baking, place patties on baking sheet, and bake about 10 minutes on each side.
                            "
509,Acorn Squash,"Preheat oven to 350 degrees F (175 degrees C).
                            Turn acorn squash upside down onto a cookie sheet. Bake in a 350 degrees F (175 degrees C) oven until it begins to soften, approximately 30 to 45 minutes.
                            Remove squash from the oven and turn onto a plate so that the flesh is facing upwards. Place butter and brown sugar into the squash, and place remaining squash over the other piece. Place squash in a baking dish (so the squash won't slide around too much) while baking.
                            Place squash in the 350 degrees F (175 degrees C) oven and bake another 30 minutes.
                            "
510,Slow Cook Thai Chicken,"Place the chicken breast strips, bell pepper and onion into a slow cooker. Pour in the chicken broth and 1/4 cup of soy sauce, then season with cumin, garlic, red pepper flakes, salt and pepper. Stir to blend, then cover and cook on Low for 4 1/2 to 5 hours.
                            Remove 1 cup of the liquid from the slow cooker, and mix this with the cornstarch, peanut butter, 1 tablespoon of soy sauce and lime juice. This should blend into a fairly thick sauce. Stir the sauce back into the slow cooker, and place the lid on the pot.
                            Cook on High for 30 minutes. Garnish with green onions, cilantro and peanuts before serving.
                            "
511,Zucchini Tomato Soup II,"In a large colander, sprinkle salt over zucchini slices. Let stand 30 minutes to drain then pat dry.
                            In a stockpot, heat vegetable oil over medium high heat. Sautee zucchini onion and garlic in the hot oil for about 10 minutes or until onions are translucent. Stir in the chicken broth and tomato; simmer for 20 minutes. Remove the vegetables from the broth using a slotted spoon and puree them in a blender or food processor.
                            Return the pureed vegetables to the stockpot and stir in the lemon juice, sugar, oregano, basil, parsley and nutmeg. Season with Worcestershire sauce, hot pepper sauce and salt and pepper to taste. Simmer for an additional 5 minutes.
                            "
512,Veggie Pesto Soup,"Bring the water to a boil in a large pot. Dissolve broth cubes in the boiling water. Place potatoes, carrots, onion, and zucchini into pot, and cook 10 minutes.
                            Reduce heat to low, and stir the sun-dried tomato pesto into the pot. Simmer 35 minutes, until potatoes are very tender.
                            "
513,Broccoli Cheese Bake,"Preheat oven to 325 degrees F (165 degrees C).
                            Place broccoli in a steamer over 1 inch of boiling water, and cover.  Cook until tender but still firm, about 2 to 6 minutes. Drain.
                            Melt butter in a medium saucepan over medium heat and add flour; cook until bubbly.  Stir in onion and gradually add milk, stirring well.  Bring to a boil and cook for 1 minute.  Remove from heat and season with salt and pepper.  Stir in cheese and eggs; mix well.  Combine mixture with broccoli and transfer to a 9 x 13 inch casserole dish.
                            Bake in preheated oven for 30 minutes.
                            "
514,Roasted Beets 'n' Sweets,"Preheat oven to 400 degrees F (200 degrees C).
                            In a bowl, toss the beets with 1/2 tablespoon olive oil to coat. Spread in a single layer on a baking sheet.
                            Mix the remaining 2 tablespoons olive oil, garlic powder, salt, pepper, and sugar in a large resealable plastic bag. Place the sweet potatoes and onion in the bag. Seal bag, and shake to coat vegetables with the oil mixture.
                            Bake beets 15 minutes in the preheated oven. Mix sweet potato mixture with the beets on the baking sheet. Continue baking 45 minutes, stirring after 20 minutes, until all vegetables are tender.
                            "
515,Chicken and Corn Chili,"Place chicken and salsa in the slow cooker the night before you want to eat this chili. Season with garlic powder, cumin, chili powder, salt, and pepper. Cook 6 to 8 hours on Low setting.
                            About 3 to 4 hours before you want to eat, shred the chicken with 2 forks. Return the meat to the pot, and continue cooking.
                            Stir the corn and the pinto beans into the slow cooker. Simmer until ready to serve.
                            "
516,Slow Cooker Pulled Pork,"Place the pork tenderloin in a slow cooker; pour the root beer over the meat. Cover and cook on low until well cooked and the pork shreds easily, 6 to 7 hours. Note: the actual length of time may vary according to individual slow cooker. Drain well. Stir in barbecue sauce. Serve over hamburger buns.
                            "
517,Corrigan's Minestrone,"Heat olive oil in a large pot over medium heat. Stir potatoes, carrots, celery, onion and garlic into pot.  Mix in tomato paste, beans, broth and water. Season with basil, oregano and salt. Cook and stir 30 minutes, or until vegetables are tender.
                            Mix macaroni into pot. Continue cooking 10 minutes, or until macaroni is tender.
                            "
518,Mini Meatloaves,"Preheat oven to 350 degrees F (175 degrees C).
                            In a large bowl, combine the egg, milk, cheese, oats and salt. Add the ground beef, mixing well, and form this mixture into eight miniature meatloaves. Place these in a lightly greased 9x13 inch baking dish.
                            In a separate small bowl, combine the ketchup, brown sugar and mustard. Stir thoroughly and spread over each meatloaf.
                            Bake, uncovered, at 350 degrees F (175 degrees C) for 45 minutes.
                            "
519,Day-After-Thanksgiving Turkey Carcass Soup,"Place the turkey carcass in a large, deep pot, and add the stuffing, celery, carrots, onion, bay leaves, poultry seasoning, sage, and chicken broth. Pour in additional water if needed to cover. Bring to a boil over medium-high heat; reduce heat to medium, and simmer for about 1 hour, skimming off any foam. Remove the carcass and any bones. Pick any meat off and return to the pot, discarding bones and skin.
                            Season to taste with garlic salt and pepper. Stir in the rice and return to a boil over medium-high heat. Lower heat to medium, and simmer 15 minutes. Stir in the peas, and continue to simmer until rice is tender, about 10 minutes more. Adjust seasonings to taste.
                            "
520,Apple Cider Doughnuts,"Mix 1 cup sugar and 1 tablespoon cinnamon together in a resealable freezer bag.
                            Bring apple cider to a boil in a saucepan; cook, stirring occasionally, until cider has reduced to 1/2 cup, about 20 minutes. Remove from heat and cool.
                            Whisk 1 cup flour, 1 cup sugar, baking powder, 2 teaspoons cinnamon, and salt together in a large bowl. Mix butter, eggs, egg yolk, and cooled cider together in a separate bowl until smooth; stir into flour mixture. Stir remaining 2 3/4 cup flour into mixture until dough is smooth. Refrigerate dough for 10 minutes.
                            Heat oil in a large pot or deep-fryer to 375 degrees F (190 degrees C).
                            Turn dough onto a well-floured work surface using floured hands; pat dough into 1/2-inch thickness. Cut dough into doughnuts using a doughnut cutter or 2 round cookie cutters (1 large and 1 small). Gather scraps and re-pat dough to cut out as many doughnuts as possible.
                            Carefully slide doughnuts, working in batches, into hot oil; fry until doughnuts rise to the surface and begin to brown, 2 to 3 minutes. Flip doughnuts and continue frying until opposite side is browned, about 1 1/2 minutes.
                            Remove doughnuts with a slotted spoon and place on a paper towel-lined plate to cool until easily handled, about 1 minute. Toss cooled doughnuts in the reserved bag of cinnamon-sugar. Bring oil back to 375 degrees F (190 degrees C) before frying next batch.
                            "
521,"Asparagus, Potato, and Onion Frittata","Preheat an oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.
                            Heat the olive oil in a large skillet over medium heat; cook and stir the shredded potato and onion in the hot oil until the potatoes begin to brown, about 5 minutes.. Season with salt and pepper. Add the asparagus and ham and continue cooking until the asparagus is tender, another 5 to 7 minutes; transfer to the prepared baking dish. Whisk the eggs and milk together in a small bowl; pour evenly over the dish. Scatter the mozzarella and white Cheddar cheeses over the top of the potato mixture.
                            Bake in the preheated oven until set in the middle, 20 to 25 minutes. Garnish with the basil to serve.
                            "
522,Super-Delicious Zuppa Toscana,"Cook the Italian sausage and red pepper flakes in a Dutch oven over medium-high heat until crumbly, browned, and no longer pink, 10 to 15 minutes. Drain and set aside.
                            Cook the bacon in the same Dutch oven over medium heat until crisp, about 10 minutes. Drain, leaving a few tablespoons of drippings with the bacon in the bottom of the Dutch oven. Stir in the onions and garlic; cook until onions are soft and translucent, about 5 minutes.
                            Pour the chicken broth into the Dutch oven with the bacon and onion mixture; bring to a boil over high heat. Add the potatoes, and boil until fork tender, about 20 minutes. Reduce the heat to medium and stir in the heavy cream and the cooked sausage; heat through. Mix the spinach into the soup just before serving.
                            "
523,Chef John's Stuffed Peppers,"Preheat the oven to 375 degrees F (190 degrees C).
                            Bring rice and water to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until the rice is tender, and the liquid has been absorbed, 20 to 25 minutes. Set the cooked rice aside.
                            Cook onion and olive oil over medium heat until onion begins to soften, about 5 minutes. Transfer half of cooked onion to a large bowl and set aside.
                            Stir marinara sauce, beef broth, balsamic vinegar, and red pepper flakes into the skillet; cook and stir for 1 minute.
                            Pour sauce mixture into a 9x13-inch baking dish and set aside.
                            Combine ground beef, Italian sausage, diced tomatoes, Italian parsley, garlic, salt, black pepper, and cayenne pepper into bowl with reserved onions; mix well. Stir in cooked rice and Parmigiano Reggiano. Stuff green bell peppers with beef and sausage mixture.
                            Place stuffed green bell pepper halves in the baking dish over tomato sauce; sprinkle with remaining Parmigiano-Reggiano, cover baking dish with aluminum foil, and bake in the preheated oven for 45 minutes.
                            Remove aluminum foil and bake until the meat is no longer pink, the green peppers are tender and the cheese is browned on top, an addition 20 to 25 minutes.
                            "
524,Awesome Slow Cooker Pot Roast,"In a slow cooker, mix cream of mushroom soup, dry onion soup mix and water. Place pot roast in slow cooker and coat with soup mixture.
                            Cook on High setting for 3 to 4 hours, or on Low setting for 8 to 9 hours.
                            "
525,Cream of Cauliflower Soup With Bacon Gremolata,"Heat olive oil in a saucepan over medium heat. Cook and stir onion and celery in the hot oil until translucent, about 5 minutes. Add garlic and salt, and stir for 1 minute. Stir in potato, cauliflower, chicken broth, and water. Bring to a boil, reduce heat to medium-low and simmer until cauliflower is tender and potatoes are easily smashed against the side of the pot, about 30 minutes.
                            Puree the soup using an immersion blender until smooth. Reduce heat to low, season with cayenne pepper and salt. Pour in cream and stir until warmed. Season with more salt if needed.
                            Cook bacon in a skillet over medium heat until crisp, about 8 minutes. Transfer cooked bacon to a paper towel lined plate to drain. Toss breadcrumbs in the remaining bacon grease in the skillet, and cook over low heat until toasted and crisp. Stir in cheese and continue to cook until melted. Transfer to a bowl and cool to room temperature. Stir in bacon, lemon zest, and parsley. Toss to coat.
                            Serve soup garnished with bacon gremolata over the top.
                            "
526,Oven-Roasted Asparagus,"Preheat an oven to 425 degrees F (220 degrees C).
                            Place the asparagus into a mixing bowl, and drizzle with the olive oil. Toss to coat the spears, then sprinkle with Parmesan cheese, garlic, salt, and pepper. Arrange the asparagus onto a baking sheet in a single layer.
                            Bake in the preheated oven until just tender, 12 to 15 minutes depending on thickness. Sprinkle with lemon juice just before serving.
                            "
527,Ratatouille,"Preheat oven to 350 degrees F (175 degrees C). Coat bottom and sides of a 1 1/2 quart casserole dish with 1 tablespoon olive oil.
                            Heat remaining 1 tablespoon olive oil in a medium skillet over medium heat. Cook and stir garlic until lightly browned. Mix in parsley and eggplant. Cook and stir until eggplant is soft, about 10 minutes. Season with salt to taste.
                            Spread eggplant mixture evenly across bottom of prepared casserole dish. Sprinkle with a few tablespoons of Parmesan cheese. Spread zucchini in an even layer over top. Lightly salt and sprinkle with a little more cheese. Continue layering in this fashion, with onion, mushrooms, bell pepper, and tomatoes, covering each layer with a sprinkling of salt and cheese.
                            Bake in preheated oven for 45 minutes.
                            "
528,Polish Cream Cheese Coffee Cake,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.
                            Beat 1 cup white sugar, 1/2 cup butter, and 1 egg in a bowl until smooth. Add sour cream and vanilla extract; mix well. Stir in 3 cups flour, baking soda, and baking powder until mixture comes together in a sticky dough. Spread half the dough evenly into prepared baking dish.
                            Beat cream cheese, 1/2 cup white sugar, and 1 egg in another bowl until smooth. Spoon mixture into baking dish over dough. Drop remaining half of dough by spoonfuls over cream cheese mixture.
                            Mix pecans, brown sugar, 1/3 cup flour, and 1/3 cup butter in a bowl until mixture resembles a coarse crumble; sprinkle over dough.
                            Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 45 minutes.
                            "
529,Quinoa and Black Beans,"Heat oil in a saucepan over medium heat; cook and stir onion and garlic until lightly browned, about 10 minutes.
                            Mix quinoa into onion mixture and cover with vegetable broth; season with cumin, cayenne pepper, salt, and pepper. Bring the mixture to a boil. Cover, reduce heat, and simmer until quinoa is tender and broth is absorbed, about 20 minutes.
                            Stir frozen corn into the saucepan, and continue to simmer until heated through, about 5 minutes; mix in the black beans and cilantro.
                            "
530,Butternut and Apple Harvest Soup,"Melt butter in a large pot over medium heat. Stir in leeks and onions, and cook until the onion softens and turns translucent, about 5 minutes. Add potato, squash, carrots, apple, and chicken stock. Bring to a boil, then reduce heat to medium-low, cover, and simmer until the vegetables are soft, about 20 minutes.
                            Carefully puree the soup in batches in a blender, or use a stick blender to puree the soup right in the pot. Once the soup has been pureed, return it to the pot and stir in wine and cream. Season with nutmeg, salt, and pepper; simmer gently for 5 minutes. Ladle into bowls and garnish with chopped chives.
                            "
531,Garden Fresh Tomato Soup,"In a stockpot, over medium heat, combine the tomatoes, onion, cloves and chicken broth. Bring to a boil, and gently boil for about 20 minutes to blend all of the flavors. Remove from heat and run the mixture through a food mill into a large bowl, or pan. Discard any stuff left over in the food mill.
                            In the now empty stockpot, melt the butter over medium heat. Stir in the flour to make a roux, cooking until the roux is a medium brown. Gradually whisk in a bit of the tomato mixture, so that no lumps form, then stir in the rest. Season with sugar and salt, and adjust to taste.
                            "
532,Parmalet (Crisp Parmesan Omelet),"Crack eggs into a mixing bowl. Add 1/4 teaspoon water. Whisk together until just beaten (do not overmix).
                            Drizzle olive oil into 8-inch nonstick skillet. Brush evenly over the bottom of the pan. Evenly grate cheese into the skillet approximately 1/2-inch deep (or just shy of 1 ounce).
                            Place pan over medium-high heat. Cheese will slowly start to melt. When cheese starts to bubble and turn golden brown, about 4 minutes, pour eggs evenly over cheese. Reduce heat to low. Sprinkle with salt, pepper, and cayenne. Cover and let eggs cook on low until they are set, checking after the first 30 seconds. For 2 eggs, this should take about 1 minute, total cooking time. Remove pan from heat. Carefully use a spatula to fold ""parmalet"" in half. Transfer to serving plate.
                            "
533,Garden Veggie Zucchini Soup,"Combine chicken stock, potatoes, zucchini, onions, carrots, dill, basil, garlic, thyme, and rosemary in a large pot; bring to a boil. Reduce heat to medium-low and cook soup at a simmer until the vegetables are completely tender, about 40 minutes.
                            Leaving pot on stove, switch heating element to off. Add Cheddar cheese to soup; stir until the cheese is melted. Season soup with salt and pepper.
                            "
534,Prosciutto Fave Minestrone alla Riso ,"In a large pot over medium heat, cook bacon in olive oil until brown.  Stir in ham and cook a few minutes more.  Stir in celery (reserve the leaves), onion and carrot and cook until vegetables are tender, 5 minutes.  Stir in garlic and cook 1 minute more.
                            Stir in tomatoes, broth, rice, salt and pepper.  Bring to a boil, then reduce heat, cover and simmer 20 minutes, or until vegetables are soft and rice is nearly tender.
                            Stir in cranberry beans and white beans and heat through.  Stir in parsley and celery leaves and remove from heat.  Serve hot.
                            "
535,Savory French Crepes ,"Combine eggs, milk, and 2 tablespoons butter in a blender. Add buckwheat flour, all-purpose flour, and a pinch of salt; puree until smooth. Allow batter to rest in the refrigerator overnight.
                            Melt 3 tablespoons butter in a large skillet over medium-high heat. Stir in cremini mushrooms and cook until golden brown, about 10 minutes. Add tomatoes and spinach; cook and stir until wilted, 3 to 4 minutes. Set the filling aside.
                            Melt 1 teaspoon butter in a large skillet over medium heat. Pour about 1/4 cup batter per crepe (depending on the size of your pan) into the hot skillet and immediately tilt and swirl the pan to evenly distribute batter along the bottom. Cook until the center is set and edges begin to brown, 3 to 4 minutes. Sprinkle 1/4 of the filling in the middle of each crepe and sprinkle each with 3 tablespoons Gruyere cheese. Reserve remaining cheese. Fold the crepes in thirds over the filling, forming triangle shapes. Serve crepes with remaining Gruyere sprinkled on top.
                            "
536,Creamy Corn Chowder,"Place potatoes in a large pot of salted water and bring to a boil.  Cook until tender, about 30 minutes; drain.
                            To the potatoes add corn, bell pepper, onion, red pepper flakes and vegetable broth.  Boil for about 15 minutes; remove from heat.
                            In a food processor or blender puree all but 1 1/2 cups of the vegetable and broth mixture with the tofu.  Process in batches if necessary.  Combine the pureed mixture with the remaining 1 1/2 cups  vegetable and broth mixture, and cook over low heat for 5 minutes; do not boil.  Season with salt to taste.
                            "
537,Zucchini Soup,"Combine zucchini, onions, garlic, and 2 tablespoons water in a non-stick pan over medium heat; cook until zucchini are softened, 5 to 10 minutes. Add remaining water and bring to a boil. Reduce heat and simmer for 5 minutes. Remove from heat and cool.
                            Pour zucchini mixture into a food processor no more than half full. Cover and pulse a few times before leaving on to blend. Puree in batches until smooth. Season soup with salt and garnish with chives.
                            "
538,Lemon Chicken Piccata,"Preheat oven to 200 degrees F (95 degrees C). Place a serving platter into the oven to warm.
                            Season the chicken breast pieces with salt and pepper and dredge them in flour. Shake off excess flour. Heat the vegetable oil in a skillet; pan-fry the chicken pieces until golden brown on both sides, about 3 minutes per side. Work in batches and do not crowd skillet, adding oil as needed . Place the chicken pieces onto the warmed platter in the oven. When finished with all the chicken, drain most of the oil from the skillet, leaving a thin coating on the surface of the pan.
                            Cook and stir the minced garlic in the skillet until fragrant, about 20 seconds. Pour in the chicken broth. Scrape and dissolve any brown bits from the bottom of the skillet. Stir in the lemon slices and bring the mixture to a boil. Let cook, stirring occasionally, until the sauce reduces to about 2/3 cup, 5 to 8 minutes. Add the lemon juice and capers; simmer until the sauce is reduced and slightly thickened, about 5 minutes more. Drop the butter into the skillet and swirl it into the sauce by tilting the skillet until the butter is melted and incorporated. Add the parsley; remove from heat and set aside.
                            Arrange the chicken medallions on serving plates and spoon sauce over each portion to serve.
                            "
539,Red Lentil Curry,"Wash the lentils in cold water until the water runs clear. Put lentils in a pot with enough water to cover; bring to a boil, place a cover on the pot, reduce heat to medium-low, and simmer, adding water during cooking as needed to keep covered, until tender, 15 to 20 minutes. Drain.
                            Heat vegetable oil in a large skillet over medium heat; cook and stir onions in hot oil until caramelized, about 20 minutes.
                            Mix curry paste, curry powder, turmeric, cumin, chili powder, salt, sugar, garlic, and ginger together in a large bowl; stir into the onions. Increase heat to high and cook, stirring constantly, until fragrant, 1 to 2 minutes.
                            Stir in the tomato puree, remove from heat and stir into the lentils.
                            "
540,The Best Thai Coconut Soup,"Heat the oil in a large pot over medium heat. Cook and stir the ginger, lemongrass, and curry paste in the heated oil for 1 minute. Slowly pour the chicken broth over the mixture, stirring continually. Stir in the fish sauce and brown sugar; simmer for 15 minutes. Stir in the coconut milk and mushrooms; cook and stir until the mushrooms are soft, about 5 minutes. Add the shrimp; cook until no longer translucent about 5 minutes. Stir in the lime juice; season with salt; garnish with cilantro.
                            "
541,Light and Fluffy Spinach Quiche,"Preheat oven to 400 degrees F (200 degrees C). Line a cookie sheet with foil.
                            In a large bowl, whisk together mayonnaise and milk until smooth. Whisk in eggs. Layer spinach, cheese, and onion in pie shell, making several layers of each. Pour in egg mixture. Place quiche on prepared cookie sheet. Cover quiche with foil.
                            Bake in preheated oven for 45 minutes. Remove cover, and bake 10 to 15 minutes, or until top is golden brown and filling is set.
                            "
542,Fried Green Tomatoes II,"Stir together bread crumbs, sugar, salt and pepper.
                            Coat tomatoes in the crumb mixture.
                            Heat oil in a large frying pan over medium-high heat. Fry tomatoes for 2 minutes on each side. Drain on paper towels.
                            "
543,Savory Bacon and Crab Bread Pudding Eggs Benedict,"Preheat oven to 400 degrees F (200 degrees C).
                            Butter the insides of 2 (10-ounce) ramekins and place on a baking sheet.
                            Place bread cubes into a large bowl, set aside.
                            Heat vegetable oil in a large skillet over medium heat; cook and stir bacon in hot oil until browned and almost crisp, 5 to 6 minutes. Remove excess oil from skillet and discard.
                            Stir in onion and cook for about 2 minutes. Stir in red pepper and cook for an additional minute.
                            Stir in chicken broth and heavy cream; cook until mixture begins to simmer, about 1 to 2 minutes.
                            Pour cream mixture over bread cubes and mix thoroughly until all liquid is absorbed.
                            Stir in 1 egg, lemon juice, tarragon, and lemon zest.
                            Mix in crabmeat, salt, black pepper, and cayenne pepper.
                            Spoon Mixture into prepared ramekins and bake in a preheated oven until tops are golden brown, about 20 minutes.
                            Remove ramekins from oven and top each bread pudding with a poached egg. Spoon hollandaise sauce over each egg. Garnish with cayenne pepper.
                            "
544,Sicilian Sunset,"Place the ice in a glass pitcher. Pour in the Prosecco, orange juice, and cranberry juice; stir. Pour the cocktail into champagne flutes, and sprinkle with lemon zest to serve.
                            "
545,Easy Bacon and Cheese Quiche,"Preheat oven to 400 degrees F (200 degrees C).
                            In a medium bowl, mix the bacon, onions, and both cheeses. Place this mixture in the unthawed pie crust.
                            Mix the eggs and half and half in a bowl. Pour the egg mixture over the cheese mixture.
                            Bake in preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C) and bake for an additional 35 minutes, until top of quiche begins to turn brown.
                            "
546,Fluffy Pancakes,"Combine milk with vinegar in a medium bowl and set aside for 5 minutes to ""sour"".
                            Combine flour, sugar, baking powder, baking soda, and salt in a large mixing bowl. Whisk egg and butter into ""soured"" milk. Pour the flour mixture into the wet ingredients and whisk until lumps are gone.
                            Heat a large skillet over medium heat, and coat with cooking spray. Pour 1/4 cupfuls of batter onto the skillet, and cook until bubbles appear on the surface. Flip with a spatula, and cook until browned on the other side.
                            "
547,Slow Cooker Beef Stew I,"Place meat in slow cooker. In a small bowl mix together the flour, salt, and pepper; pour over meat, and stir to coat meat with flour mixture. Stir in the garlic, bay leaf, paprika, Worcestershire sauce, onion, beef broth, potatoes, carrots, and celery.
                            Cover, and cook on Low setting for 10 to 12 hours, or on High setting for 4 to 6 hours.
                            "
548,Beaker's Vegetable Barley Soup,"Pour the vegetable broth into a large pot. Add the barley, carrots, celery, tomatoes, zucchini, garbanzo beans, onion, and bay leaves. Season with garlic powder, sugar, salt, pepper, parsley, curry powder, paprika, and Worcestershire sauce. Bring to a boil, then cover and simmer over medium-low heat for 90 minutes. The soup will be very thick. You may adjust by adding more broth or less barley if desired. Remove bay leaves before serving.
                            "
549,Easy Roasted Broccoli,"Preheat oven to 400 degrees F (200 degrees C).
                            Cut broccoli florets from the stalk. Peel the stalk and slice into 1/4-inch slices. Mix florets and stem pieces with olive oil in a bowl and transfer to a baking sheet; season with salt and pepper.
                            Roast in the preheated oven until broccoli is tender and lightly browned, about 18 minutes.
                            "
550,Baked Broccoli,"Preheat oven to 350 degrees F (175 degrees C).
                            In a bowl, mix together the olive oil, brown sugar, lemon juice, cayenne pepper, garlic powder, oregano, thyme, salt, and black pepper until thoroughly combined. Add the broccoli florets, and toss until evenly coated with the seasoning. Spread the broccoli florets out onto an baking sheet with a rim.
                            Bake in the preheated oven until the broccoli is just browned on the top, 10 to 15 minutes.
                            "
551,"Marinated Cucumber, Onion, and Tomato Salad","Whisk water, vinegar, oil, sugar, salt, and pepper together in a large bowl until smooth; add cucumbers, tomatoes, and onion and stir to coat.
                            Cover bowl with plastic wrap; refrigerate at least 2 hours.
                            "
552,Spicy Chipotle Sweet Potato Soup,"Heat olive oil in a large saucepan or Dutch oven over medium heat; cook and stir onion in the hot oil until softened, 3 to 5 minutes. Add sweet potatoes and enough vegetable broth to cover sweet potatoes; bring to a boil. Reduce heat, partially cover saucepan, and simmer until sweet potatoes are tender enough to easily pierce with a fork, about 30 minutes.
                            Stir chipotle peppers into the sweet potato mixture.
                            Blend sweet potato mixture with an immersion blender until soup is smooth. Whisk heavy cream and lime juice into soup until smooth and heated through; season with salt.
                            Serve each portion of soup topped with 2 tablespoons sour cream and a sprinkle of cilantro.
                            "
553,Roasted Sage Broccoli,"Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil.
                            Spread broccoli in a single layer on the prepared baking sheet. Sprinkle onion and sage leaves over broccoli; drizzle with olive oil. Sprinkle salt, garlic salt, and black pepper over broccoli mixture; toss to coat.
                            Roast in the preheated oven until broccoli is browned and crisp, 20 to 30 minutes.
                            "
554,Awesome Pasta Salad,"Bring a large pot of lightly salted water to a boil. Add pasta, and cook for 8 to 10 minutes or until al dente. Drain, and rinse with cold water.
                            In a large bowl, combine pasta with tomatoes, cheese, salami, pepperoni, green pepper, olives, and pimentos. Pour in salad dressing, and toss to coat.
                            "
555,"RITZ ""Everything"" Bites with Lox and Schmear","To make schmear, combine cream cheese, sun dried tomatoes, capers, red onion, garlic, and lemon juice in a bowl; stir well to combine.
                            Cover and refrigerate for 1 hour (or longer) so flavors can meld.
                            To prepare, spread 1-1/2 tsp. schmear on RITZ Everything Cracker and top with cucumber half and piece of smoked salmon.
                            "
556,Yam Taeng (Spicy Cucumber Salad),"Toss the cucumbers, dried shrimp, beans, and tomatoes together in a bowl.
                            Stir the Thai chilies, palm sugar, fish sauce, and lime juice together in a small bowl; pour over the cucumber mixture. Toss to combine. Adjust seasoning to your taste. Sprinkle chopped peanuts over the mixture to serve.
                            "
557,Baked French Toast,"Butter a 9x13 inch baking dish. Arrange the slices of bread in the bottom. In a large bowl, beat together eggs, milk, cream, vanilla and cinnamon. Pour over bread slices, cover, and refrigerate overnight.
                            The next morning, preheat oven to 350 degrees F (175 degrees C). In a small saucepan, combine butter, brown sugar and corn syrup; heat until bubbling. Pour over bread and egg mixture.
                            Bake in preheated oven, uncovered, for 40 minutes.
                            "
558,The Real Mojito,"Place mint leaves and 1 lime wedge into a sturdy glass. Use a muddler to crush the mint and lime to release the mint oils and lime juice. Add 2 more lime wedges and the sugar, and muddle again to release the lime juice. Do not strain the mixture. Fill the glass almost to the top with ice. Pour the rum over the ice, and fill the glass with carbonated water. Stir, taste, and add more sugar if desired. Garnish with the remaining lime wedge.
                            "
559,Chef John's Shrimp and Grits ,"Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until almost crisp, 5 to 7 minutes. Remove from heat and transfer bacon to a dish, leaving drippings in the skillet.
                            Whisk 1/4 cup water, cream, lemon juice, and Worcestershire sauce together in a bowl.
                            Stir 4 cups water, butter, and 1 teaspoon salt together in a pot; bring to a boil. Whisk grits into pot, bring to a simmer, reduce heat to low, and cook until grits are creamy, 20 to 25 minutes. Remove from heat and stir white Cheddar cheese into grits.
                            Place shrimp in a large bowl and season with Cajun seasoning, 1/2 teaspoon salt, black pepper, and a pinch of cayenne pepper.
                            Heat skillet with bacon drippings over high heat. Cook shrimp in hot bacon fat in a single layer for 1 minute. Turn shrimp and add jalapeno; cook until fragrant, about 30 seconds. Stir cream mixture, bacon, green onion, and garlic to shrimp mixture; cook and stir, adding water as necessary to thin the sauce, until shrimp are cooked through, 3 to 4 minutes. Remove from heat and stir in parsley.
                            Ladle grits into a bowl and top with shrimp and sauce.
                            "
560,Roasted Cauliflower and Leek Soup,"Preheat oven to 275 degrees F (135 degrees C).
                            Stir garlic and vegetable oil together in a small bowl. Arrange cauliflower florets on a baking sheet; pour oil mixture over cauliflower. Toss to coat.
                            Bake cauliflower in the preheated oven until tender and lightly browned, about 30 minutes.
                            Melt butter in a 4-quart stockpot over medium heat; cook and stir leeks and flour in the melted butter until fragrant and well blended, 5 to 10 minutes. Add cauliflower, chicken stock, and cream; simmer until flavors have combined, 20 to 25 minutes. Stir chervil, salt, and pepper into the soup; simmer until desired thickness, 10 to 15 more minutes.
                            "
